prognosis,symptoms_list,definition,urgent_appointment,Treatment, family_history_of_this, heartburn, mood_swings, shoulder_pain, sweating,abdominal_pain,acid_reflux,acidity,anxiety,back_pain,bad_breath,blackheads,bladder_discomfort,blister,bloated_abdomen,bloating,bloody_stool,blurred_distorted_vision,breathlessness,bruising,burning_urination,chest_pain,chills,cold_hands_and_feets,congestion,constipation,continuous_feel_of_urine,cough,coughing_up_blood,cramps,dark_urine,dehydration,diarrhoea,dischromic_patches,dizziness,enlarged_thyroid,excessive_urination,face_pain,family_history_of_this,fast_heart_rate,fatigue,foul_smell_of urine,headache,heartburn,high_fever,hip_joint_pain,history_of_alcohol_consumption,increased_appetite,indigestion,inflammatory_nails,internal_itching,irritability,irritation_in_anus,itching,joint_pain,knee_pain,loss_of_appetite,loss_of_balance,lymph_nodes,mild_fever,mood_swings,movement_stiffness,mucous,muscle_pain,muscle_weakness,nausea,neck_pain,obesity,pain_behind_the_eyes,pain_in anus,painful_walking,puffy_face_and_eyes,pus_filled_pimples,red_sore_around_nose,restlessness,runny_nose,scurring,silver_like_dusting,skin_peeling,skin_rash,small_dents_in_nails,sneezing,spinning_movements,spotting_urination,stiff_neck,stomach_pain,sweating,swelling_joints,swelling_of_stomach,swollen_blood_vessels,swollen_extremeties,swollen_legs,throat_irritation,tongue_ulcers,unsteadiness,veins_on_calf,visual_disturbances,vomiting,watering_eyes,weakness_in_limbs,weight_gain,weight_loss,yellow_crust_ooze,yellowing_of_eyes,yellowing_skin
Heart attack,"['vomiting', 'breathlessness', 'sweating', 'chest_pain', ' shoulder_pain', ' sweating', 'fatigue', 'heartburn']",A heart attack is a serious condition where the supply of blood to the heart is suddenly blocked. It needs to be treated as quickly as possible.,1,"Emergency intervention is required immediately. In hospital, a range of medications, including blood thinning or clost buster, like aspirin, thrombolytics, and pain relievers are used.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Varicose veins,"['cramps', 'bruising', 'obesity', 'swollen_legs', 'swollen_blood_vessels', 'veins_on_calf']"," These are enlarged veins that bulge just beneath the skin's surface, often in the legs. They occur when valves in the veins weaken, causing blood to pool instead of flowing back to the heart. Symptoms include aching, tiredness, and swelling in the legs. Treatments aim to improve circulation and appearance, involving compression stockings, sclerotherapy (injections), or surgery.",0,Compression stockings improve circulation and reduce swelling. Sclerotherapy (injections) or laser treatment can close small varicose veins. Surgery might be needed for larger veins.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypothyroidism,"['weight_gain', 'cold_hands_and_feets', 'mood_swings', 'dizziness', 'puffy_face_and_eyes', 'enlarged_thyroid', 'swollen_extremeties']",An underactive thyroid is where your thyroid gland (a small gland in your neck) does not produce enough hormones.,1,Synthetic thyroid hormone medication (levothyroxine) replaces what the body isn't producing. Regular blood tests are needed to monitor hormone levels and adjust medication dosage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hyperthyroidism,"['weight_loss', ' mood_swings', 'restlessness', 'fast_heart_rate', 'muscle_weakness', 'anxiety']","An overactive thyroid gland that produces too much thyroid hormone. This speeds up metabolism and bodily functions. Symptoms include weight loss, increased heart rate, anxiety, sweating, hand tremors, and bulging eyes. Treatment aims to reduce thyroid hormone production with medication, radioactive iodine, or surgery.",1,"Medications (propylthiouracil, methimazole) can slow down thyroid hormone production. Radioactive iodine therapy or surgery might be used in some cases. Regular blood tests are needed to monitor hormone levels and adjust treatment.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hypoglycemia,"['anxiety', 'nausea', 'blurred_distorted_vision', 'increased_appetite', 'irritability', 'weight_gain', 'fatigue']","Low blood sugar levels that can cause a variety of symptoms, including shakiness, sweating, dizziness, confusion, irritability, and hunger pangs. In severe cases, it can lead to seizures or coma. It's most common in people with diabetes but can also occur due to certain medications or medical conditions. Treatment involves consuming sugary foods or drinks to raise blood sugar levels.",1,"Consume sugary foods or drinks (glucose tablets, juice) immediately to raise blood sugar. If diabetic, adjust insulin intake or meal plan to avoid future episodes. Consult a doctor if hypoglycemia occurs frequently or is severe.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Osteoarthristis,"['joint_pain', 'neck_pain', 'knee_pain', 'hip_joint_pain', 'swelling_joints', 'painful_walking']","The most common type of arthritis, causing wear and tear of the cartilage in joints. This leads to pain, stiffness, and swelling in the affected joints, especially after activity or rest. Symptoms worsen with age. Treatment focuses on managing pain and improving joint function, involving physical therapy, pain medication, injections, and lifestyle modifications.",0,"No cure exists, but treatments focus on managing pain and improving joint function. Physical therapy strengthens muscles and improves flexibility. Pain medication (NSAIDs, acetaminophen) can manage pain. Joint injections (cortisone) can provide temporary pain relief. Weight management and assistive devices (canes) can help reduce stress on joints.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthritis,"['muscle_weakness', 'stiff_neck', 'swelling_joints', 'movement_stiffness', 'painful_walking', ' family_history_of_this']","A general term for joint pain and inflammation. There are over 100 types of arthritis, each with varying causes and symptoms. Common types include osteoarthritis (described above), rheumatoid arthritis (an autoimmune disease attacking joints), and gout (caused by uric acid buildup). Treatment depends on the specific type but often involves pain medication, physical therapy, and lifestyle changes.",0,"Treatment depends on the specific type but often involves pain medication (NSAIDs), physical therapy, and lifestyle changes (weight management, exercise). In some cases, stronger medications or surgery might be necessary.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paroymsal  Positional Vertigo,"['vomiting', 'headache', 'nausea', 'spinning_movements', 'loss_of_balance', 'unsteadiness']","A sudden, brief feeling of dizziness triggered by specific head movements or changes in position. It's caused by tiny calcium deposits disrupting the inner ear's balance system. Symptoms last seconds to minutes and can be accompanied by nausea and imbalance. Treatment involves specific head and body maneuvers (performed by a healthcare professional) to reposition the calcium deposits.",1,"Specific head and body maneuvers (performed by a healthcare professional) can reposition calcium deposits and resolve dizziness. These maneuvers are typically repeated at home for a few weeks. In some cases, medications might be used to manage nausea associated with vertigo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Acne,"['skin_rash', 'pus_filled_pimples', 'blackheads', 'scurring']","A common skin condition causing pimples (blackheads, whiteheads, inflamed bumps) on the face, back, chest, and shoulders. It occurs when hair follicles get clogged with oil and dead skin cells. Hormonal fluctuations (teens, young adults) and certain medications can contribute to acne. Treatment depends on severity, ranging from over-the-counter cleansers and topical medications to prescription antibiotics and retinoids.",0,"Maintaining a good skincare routine (washing twice daily, avoiding harsh scrubs) and avoiding comedogenic products (clog pores) is crucial. Over-the-counter cleansers and topical medications (benzoyl peroxide, salicylic acid) can help for mild acne. See a dermotologist is things get more severe.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urinary tract infection,"['burning_urination', 'bladder_discomfort', 'foul_smell_of urine', 'continuous_feel_of_urine']","An infection in any part of the urinary system (bladder, ureters, kidneys). UTIs are most common in women. Symptoms include burning sensation during urination, frequent urination, pain in the lower abdomen, and bloody urine. Treatment involves antibiotics to eliminate the bacteria causing the infection. Drinking plenty of fluids and cranberry juice can help prevent UTIs.",0,"Treated with antibiotics, the duration depends on the severity but is usually gone after 7 days. Drink plenty fluids, and wipe front to back and fully empty your bladder to help prevent future UTIs.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psoriasis,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails']","A chronic autoimmune disease causing thick, red, scaly patches on the skin. It can also affect nails and scalp. Symptoms vary depending on the type of psoriasis. Triggers can include stress, skin injury, and certain medications. Treatment aims to control symptoms and flare-ups. Options include topical medications, light therapy, and oral or injected medications.",0,"Treatment aims to control symptoms and flare-ups. Options include topical medications (corticosteroids, retinoids), light therapy, and oral or injected medications (methotrexate, biologics). Consult a doctor to develop a personalized treatment plan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Impetigo,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze']","A highly contagious bacterial skin infection causing red, oozing sores (pustules) that crust over. It's most common in young children but can affect any age. Symptoms include red, itchy sores, swollen lymph nodes, and fever. Treatment involves topical antibiotics and good hygiene practices to prevent spreading.",1,Topical antibiotics are applied directly to the sores to eliminate bacteria. Treatment typically lasts 7-10 days,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fungal infection,"['itching', 'skin_rash', 'dischromic_patches', 'joint_pain', 'fatigue', 'breathlessness']","Fungal infections can affect skin, nails, hair, and other areas. Symptoms vary depending on the location, but may include itching, redness, and flaking. Treatment involves antifungal creams, pills, or nail polishes. See a doctor for persistent or severe infections.",0,"Antifungal creams, pills, or nail polishes are effective. See a doctor for persistent or severe infections. Treatment duration depends on the type and severity.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allergy,"['sneezing', 'cough', 'face_pain', 'watering_eyes', 'itching', 'skin_rash']","An overreaction of the immune system to a harmless substance (allergen) like pollen, dust mites, or food. Symptoms involve sneezing, runny nose, itchy eyes, skin rash, or wheezing. Avoid triggers, take antihistamines for mild symptoms. See a doctor for severe reactions or difficulty breathing.",0,"Avoid triggers. Take antihistamines for mild symptoms (itching, sneezing). Consult a doctor for severe reactions (wheezing, difficulty breathing). Allergy shots can provide long-term relief.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Heart Burn Acid Reflux (GERD),"['acid_reflux', 'stomach_pain', 'acidity', 'tongue_ulcers', ' heartburn', 'vomiting', 'bad_breath']","Stomach acid flows back into the esophagus causing a burning sensation in the chest. It can be triggered by spicy food, fatty meals, or excess caffeine. Symptoms include heartburn, sour taste in mouth, and chest pain. Over-the-counter antacids can provide relief. Consult a doctor if symptoms worsen or persist.",0,"Over-the-counter antacids neutralize stomach acid (e.g., Tums, Zantac). Lifestyle changes (smaller meals, avoiding late-night eating) can help. Consult a doctor for persistent or severe symptoms, as stronger medications or surgery might be needed.",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Chronic cholestasis,"['itching', 'vomiting', 'yellowing_skin', 'nausea', 'loss_of_appetite', 'abdominal_pain']","Long-term condition where bile flow from the liver is slowed or blocked. Can be caused by bile duct problems, medications, or autoimmune diseases. Symptoms include fatigue, itching, jaundice (yellowing skin), and dark urine. Treatment depends on the cause and may involve medication, surgery, or dietary changes. See a doctor for diagnosis and management",1,"Treatment depends on the cause. Medications (ursodeoxycholic acid) may increase bile flow. In some cases, surgery is needed to remove blockages or widen bile ducts. Dietary changes to reduce fat intake can help manage symptoms.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Drug Reaction,"['itching', 'yellowing_skin', 'skin_rash', 'stomach_pain', 'burning_urination', 'spotting_urination']","The body's adverse response to a medication. Symptoms can range from mild (rash, nausea) to severe (anaphylaxis). Stop the medication immediately and seek medical attention for any reaction.",0,"Stop the medication immediately. Seek medical attention for any reaction. Depending on the severity, treatment may involve medications (antihistamines, steroids) or emergency care for severe cases (anaphylaxis).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peptic ulcer disease,"['vomiting', 'indigestion', 'loss_of_appetite', 'abdominal_pain', 'internal_itching', 'nausea']","Open sores in the lining of the stomach or duodenum (first part of small intestine). Often caused by stomach acid and H. pylori bacteria. Symptoms include burning stomach pain, nausea, indigestion, and weight loss. Treatment involves antibiotics for H. pylori and medications to reduce stomach acid. See a doctor for diagnosis and treatment.",1,"Eradicate H. pylori with antibiotics. Medications (proton pump inhibitors) reduce stomach acid production. Treatment duration depends on ulcer severity. Lifestyle changes (avoiding spicy food, stress management) can help prevent recurrence.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Diabetes ,"['fatigue', 'weight_loss', 'blurred_distorted_vision', 'obesity', 'increased_appetite', 'excessive_urination']","Chronic condition where the body doesn't produce enough insulin or can't use it effectively.  Leads to high blood sugar levels. Symptoms include frequent urination, increased thirst, fatigue, and blurry vision. Requires lifestyle changes (diet, exercise) and medications. See a doctor for diagnosis and management.",1,"Lifestyle changes are crucial (diet, exercise, weight management). Medications may include insulin injections or oral medications to control blood sugar levels. Regular monitoring of blood sugar is essential.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gastroenteritis (often Food Poisoning),"['vomiting', 'dehydration', 'diarrhoea', 'abdominal_pain', 'bloating', 'fatigue']"," Inflammation of the stomach and intestines caused by bacteria, viruses, or parasites from contaminated food or water. Symptoms include diarrhea, vomiting, nausea, cramps, and fever. Rest, hydration, and over-the-counter medications are key. See a doctor if symptoms worsen or persist.",0,"Rest, hydration (clear fluids, electrolytes) are key. Over-the-counter medications (loperamide) can help manage diarrhea. Avoid dairy and greasy foods until symptoms improve. Consult a doctor if symptoms worsen or persist (dehydration, high fever).",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bronchial Asthma,"['fatigue', 'cough', 'breathlessness', 'family_history_of_this', 'mucous', 'fast_heart_rate']","Chronic lung condition causing airway inflammation and breathing difficulties. Triggers include allergens, irritants, and exercise. Symptoms include wheezing, coughing, shortness of breath, and chest tightness. Inhalers are the mainstay of treatment to keep airways open. See a doctor for diagnosis and management.",0,Inhalers are the mainstay of treatment. They relax airways (bronchodilators) and reduce inflammation (corticosteroids). Identify and avoid triggers. Consult a doctor to develop a personalized asthma management plan.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,"['headache', 'blurred_distorted_vision', 'increased_appetite', 'stiff_neck', 'irritability', 'visual_disturbances']","Migraines are severe headaches that can cause intense throbbing or pulsing pain, usually on one side of the head. They often last for hours or even days and can be accompanied by nausea, vomiting, and extreme sensitivity to light and sound. The exact cause of migraines is unknown, but it's likely a combination of genetics, brain chemicals, and environmental triggers. Triggers can include stress, hormonal changes, certain foods or drinks, lack of sleep, and bright lights",0,"Over-the-counter pain relievers may help in mild cases. Prescription medications can target specific migraine mechanisms. Lifestyle changes (stress management, regular sleep) can help prevent attacks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cervical spondylosis,"['back_pain', 'weakness_in_limbs', 'neck_pain', 'dizziness', 'loss_of_balance', 'stiff_neck']","Age-related wear and tear of the bones, discs, and nerves in the neck. Symptoms include neck pain, stiffness, headaches, and radiating pain to arms. Treatment focuses on pain management with physical therapy, medications, and injections. See a doctor for diagnosis and treatment plan.",0,"Physical therapy strengthens muscles and improves flexibility and in mild cases be performed at home. Medications (pain relievers, muscle relaxants) can manage pain. In severe cases, injections or surgery might be considered.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jaundice,"['itching', 'fatigue', 'vomiting', 'yellowing_skin', 'dark_urine', 'abdominal_pain']","Yellowing of the skin and whites of the eyes due to high bilirubin levels in the blood. Can be caused by liver problems, gallbladder issues, or certain infections. Symptoms can include fatigue, dark urine, and itchy skin. Treatment depends on the underlying cause. See a doctor for diagnosis and treatment.",1,"Treatment depends on the underlying cause. For liver problems, medications, lifestyle changes, or surgery might be necessary. If caused by a blocked bile duct, surgery or procedures can remove the blockage.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
